word,pos,meaning,definition,target_codes
아니다,形容詞,"ではない
","ある事実や内容を否定する意味を表す語。
",26878
아니야,感嘆詞,いや,問いに対して強調しながら、または強く否定して答えるのに用いる語。,29726
아니요,感嘆詞,いいえ,目上の人の問いに対し、否定して答えるのに用いる語。,17189
아들,名詞,むすこ【息子】,男性である子供。,20240
아래,名詞,した【下】,一定の基準より低い位置。,71288
아래위,名詞,じょうげ・うえした【上下】,上と下。,23084
아래쪽,名詞,したのほう【下の方】。かほう【下方】,下になる場所や方向。,71289
악기,名詞,がっき【楽器】,音楽演奏のために使用される器具。,71368
안,副詞/名詞,なか【中】。ないぶ【内部】。うち【内】。おく【奥】,"ある物体や空間の内側。また、その部分。 | 否定や反対の意を表す語。
","74890,71372"
안개,名詞,"きり【霧】
","地上の近くで水蒸気が凝結し、とても小さい水滴となって白く浮遊する現象。
",14777
안경,名詞,めがね・がんきょう【眼鏡】,視力の悪い目がよく見えるようにしたり、風、日光などから守るために目に使う物。,31484
안경점,名詞,めがねや【眼鏡屋】。めがねてん【眼鏡店】,眼鏡やコンタクトレンズを製造したり販売したりする店。,66381
안내,名詞,あんない【案内】。おしらせ【お知らせ】,ある内容を紹介して知らせること。また、その仕事。,88853
안내되다,動詞,あんないされる【案内される】,ある内容が紹介されて知らされる。,66384
안내문,名詞,あんないぶん【案内文】。おしらせ【お知らせ】,ある内容を紹介して知らせる文書。,23344
안내인,名詞,あんないにん【案内人】。ガイド,案内をする人。,66386
안내하다,動詞,あんないする【案内する】,ある内容を紹介して知らせる。,72522
안녕,感嘆詞,げんき【元気】。げんきで【元気で】。さよなら。じゃあ。バイバイ,友人や目下の人と会った時や別れる時にいうあいさつの言葉。,17298
안녕하다,形容詞,あんねいだ【安寧だ】,問題や心配事がなく安らかである。,72523
안녕히,副詞,"あんねいに【安寧に】
","問題や心配事なく安らかに。
",28415
안다,動詞,だく【抱く】。いだく【抱く】,"両腕を広げて胸の方に引っ張ったり、胸でかかえ持ったりする。
",72225
안되다,動詞,"できない。ならない
","事や現象などがうまくいかない。
",73915
앉다,動詞,"すわる【座る】。かける【掛ける】。つく【着く】。こしをおろす【腰を下ろす】
","上半身をまっすぐにした状態で、尻に体重を乗せて、他の物や床に腰を下ろす。
",71463
않다,補助動詞/補助形容詞,ない。しない | くない。でない,前の語の意味する行動を否定するのに用いる「補助動詞」。 | 前の語の意味する状態を否定するのに用いる「補助形容詞」。,"71581,71583"
알다,動詞,"しる【知る】。わかる【分かる】。りかいする【理解する】
","教育・経験・思考などを通じ、事物や状況への情報または知識を備える。
",89445
알람,名詞,アラーム,あらかじめ設定しておいた時刻に鳴るか、危険等を知らせる装置、または音。,601379
알리다,動詞,しらせる【知らせる】,知らなかったことや忘れていたことを知るようにする。,29770
알맞다,形容詞,ほどよい【程好い】。てきとうだ【適当だ】,"一定の基準や条件、程度に過不足なく一致して、ちょうどよい状態である。
",71501
알바,名詞,アルバイト。バイト。ないしょく【内職】,「아르바이트(アルバイト)」の略語で、収入を得るために本業とは別の仕事を臨時にすること。,601381
알아보다,動詞,しらべる【調べる】,知らないことを知るために観察したり調査したりする。,16080
알약,名詞,じょうざい【錠剤】,粉薬を固め、小さい球状に圧縮した薬。,66783
알파벳,名詞,アルファベット,ヨーロッパとアメリカで使う言語を表記するローマ字の字母表。,66644
앞,名詞,"まえ【前】。ぜんめん【前面】
","向かっている方向・所。
",88648
앞쪽,名詞,まえのほう【前の方】。ぜんぽう【前方】,前に向かう方向。,71505
애,名詞,こ【子】。こども【子供】,幼い者。,73967
애인,名詞,こいびと【恋人】,互いに愛し合っている関係にある人。,73134
액션,名詞,アクション,俳優が特定の演技をするために取る行動。,66733
앨범,名詞,アルバム,"写真を貼り付けたり差し入れたりして保存できるように作った本。
",14284
앱,名詞,アプリ,「애플리케이션(アプリケーション)」の略語で、スマートフォンやパソコンなどのオペレーティングシステムで実行されるように開発された応用プログラム。,601387
야,感嘆詞,やあ。おや,驚いた時や誰かに会ってうれしい時に出す声。,58149
야구,名詞,やきゅう【野球】。ベースボール,9人編成の2チームが攻撃と守備を交替しながら、相手チームの投手の投げるボールをバットで打ち、四つの塁を回ってきて得点するスポーツ競技。,62512
야구공,名詞,やきゅうボール【野球ボール】,野球競技に使うボール。,601176
야채,名詞,やさい【野菜】。あおもの【青物】。そさい【蔬菜】,畑で栽培し、その葉や茎、実を食用とする農作物。,90066
약,冠形詞/名詞,"いかり【怒り】
 | くすり【薬】
 | やく【約】。およそ","からかわれたりして、腹が立つ感情。
 | 病気や傷などの治癒や予防に、飲んだり塗ったり注射したりする物質。
 | ある数量に近接しているさま。
","14292,72379,58164"
약간,副詞/名詞,"じゃっかん【若干】。いくらか【幾らか】。たしょう【多少】 | じゃっかん【若干】。たしょう【多少】。すこしばかり【少しばかり】
",数量がそれほど多くないこと。 | それほど多くない数量で。また、いくらか。,"90069,90070"
약국,名詞,やっきょく【薬局】。くすりや【薬屋】,薬剤師が薬を調剤したり、また医薬品を販売する場所。,28647
약사,名詞,やくざいし【薬剤師】,医薬品の調剤や販売などの仕事を職業とする人。,91379
약속,名詞,やくそく【約束】,他人と一定の行動をすることを前もって決めること。また、そう決めた内容。,36695
약속되다,動詞,やくそくされる【約束される】,一定の行動をすることが前もって決められる。,91970
약속하다,動詞,やくそくする【約束する】,他人と一定の行動をすることを前もって決める。,71584
약하다,形容詞,よわい【弱い】,力が少ない。,71619
얇다,形容詞,うすい【薄い】,厚みが少ない。,89859
양말,名詞,くつした【靴下】,糸や布地で作られ、足の保護や防寒などのために足に履くもの。,62513
양복,名詞,スーツ。せびろ【背広】,成人男性の西洋風の正装。,73257
양식,名詞,ようしょく【洋食】。せいようりょうり【西洋料理】,スープやステーキなどのような、西洋風の料理や食事。,14324
얕다,形容詞,あさい【浅い】。ひくい【低い】,表面から底まで、または外側から奥までの距離が短い。,14329
얘기,名詞,はなし【話】  ,ある事実・状態・現象・経験・考えなどについて誰かに話す言葉。 ,74194
얘기되다,動詞,はなされる【話される】。かたられる【語られる】。のべられる【述べられる】,"ある事実・状態・現象・経験・考えなどについて誰かに話す言葉や文章になる。 
",67259
얘기하다,動詞,はなす【話す】。かたる【語る】。のべる【述べる】,"ある事実・状態・現象・経験・考えなどについて誰かに言う。 
",74202
어,感嘆詞,あ。あら。や。おお。わあ,"驚き、うろたえ、焦りなどの感情を表す時に発する語。
",26153
어깨,名詞,"かた【肩】
","首の付け根から腕が胴体に接続する部分の上部にかけての部分。
",29970
어느,冠形詞,"どの。どんな
","多くの中でどんな。
",62822
어두운색,名詞,あんしょく【暗色】。くらいいろ【暗い色】。ダークカラー,暗くて鮮明さの度合いが低い色。,91227
어둡다,形容詞,"くらい【暗い】
","光が無いか弱くて、明るくない。
",89860
어디,代名詞/感嘆詞,"どこ
","知らない場所を指す語。
 | ある事を成し遂げようとして、機会をうかがったり念を押したりするのに用いる語。","60319,60320"
어떠하다,形容詞,どうだ。どんな,考え、感じ、状態、都合などがどういうふうになっている。,72244
어떤,冠形詞,どんな。どのような。どういう,人や物の特徴、内容、性格、形などについて聞く時に用いる語。,17185
어떻다,形容詞,どうだ,考え、感じ、状態、都合などがどういうふうになっている。,70482
어렵다,形容詞,"むずかしい【難しい】
","行うのが複雑だったり、困難だったりする。
",62232
어른,名詞,おとな【大人】。せいじん【成人】,一人前になった人。,72574
어리다,形容詞,"おさない【幼い】
","年齢が低い。
",74176
어린아이,名詞,こども【子供】。じどう【児童】。しょうに【小児】 ,年のいかない幼い子。 ,70503
어린이,名詞,じどう【児童】。こども【子供】,4、5歳から小学生までの幼い子。,36698
억,冠形詞/数詞,おく【億】 | おく【億】,一万の一万倍となる数。 | 一万の一万倍となる数の。,"67175,67176"
언니,名詞,おねえさん【お姉さん】。あね【姉】,女の人がきょうだいや親戚のきょうだいのうち、自分より年上の女の人を指したり呼ぶ語。,31971
언어,名詞,げんご【言語】,人の考えや感情などを表現・伝達するための、音声や文字などの手段。また、その体系。,15101
언제,代名詞/副詞,いつ【何時】 | いつ【何時】,知らないある時。 | 知らないある時に。,"17860,17856"
언제나,副詞,いつも【何時も】。つねに【常に】,どんな時でも。また、どのような時でも変わらず。,67285
얻다,動詞,もらう【貰う】。もらいうける【貰い受ける】,特別な努力や対価なしに与えられて自分のものとする。 ,73863
얼굴,名詞,"かお【顔】。つら・おもて【面】。がんめん【顔面】
","目・鼻・口がある、頭の前の部分。
",17183
얼다,動詞,"こおる【凍る】。いてつく【凍て付く】
","液体や水分を含んだ物体が冷たい外気によって固体の状態になる。
",66572
얼룩말,名詞,しまうま【縞馬】,体は白地に黒の縞模様があり、主にアフリカの草原に群れを成してすむ馬。,67311
얼마,名詞,いくら【幾ら】,不明な数量、値段、程度。,29750
얼마나,副詞,どんなに	,"状態や感情などの程度がとても大変で大きく。
",67316
얼음,名詞,こおり【氷】,水が凍って固まった物。,67327
얼음낚시,名詞,あなづり【穴釣り】,冬に川や湖、貯水池などの水面の氷に穴を開けて行う釣り。,67328
엄마,名詞,ママ。おかあちゃん【お母ちゃん】,くだけた場面で母親を指したり呼ぶ語。,67098
엄지발가락,名詞,あしのおやゆび【足の親指】,五本の足指のうち、1番目にある指。,67344
엄지손톱,名詞,おやゆびのつめ【親指の爪】,手の親指にある爪。,27636
없다,形容詞,"ない【無い】。いない
","人や物などが実際に存在しない状態だ。
",89917
엉덩이,名詞,しり【尻】。けつ。でんぶ【臀部】,座る時に床に接する、腰と太ももの間の肉の多い身体部位。,15128
에어컨,名詞,クーラー,冷たい空気を出させ、湿度を調節する機械。,62514
엘리베이터,名詞,エレベーター。しょうこうき【昇降機】,動力を利用して人や荷物を上昇・下降させ、運搬する装置。,70973
여-,接辞,"じょ【女】
","「女子」という意を付加する接頭辞。
",72505
여권,名詞,りょけん【旅券】。パスポート,外国に旅行・滞在する人の身分や国籍を証明し、相手国にその人の保護を依頼する文書。,70992
여기,代名詞,ここ	,"話し手に近い所をさしていう語。
",17863
여기저기,名詞,あちこち。あちらこちら。あっちこっち,はっきりと決まっていない色々な場所や位置。,70994
여덟,冠形詞/数詞,やつ・やっつ【八つ】。はち【八】 | やつ・やっつ【八つ】。はち【八】,七に一を足した数。 | 七に一を足した数の。,"17284,17282"
여동생,名詞,いもうと【妹】,兄弟のうち、年下の女。,71002
여든,冠形詞/数詞,はちじゅう【八十】 | はちじゅう【八十】,10の8倍となる数。 | 10の8倍となる数の。,"93503,67697"
여러,冠形詞,"いくつかの【幾つかの】。ふくすうの【複数の】。おおくの【多くの】。いろいろな【色色な】
",多くの。,17300
여러분,代名詞,みなさん【皆さん】。みなさま【皆様】,複数の聞き手がいる場合、その聞き手たちを敬って呼ぶ語。,28028
여름,名詞,なつ【夏】,"四季の一つで、春と秋の間の暑い季節。
",67701
여름날,名詞,なつび【夏日】,夏の日。,90645
여름옷,名詞,なつふく【夏服】。なつもの【夏物】,夏に着る衣服。,90762
여보세요,感嘆詞,もしもし,近くにいる相手に呼びかけるときにいう語。,17866
여섯,数詞,むつ・むっつ【六つ】。ろく【六】,五に一を足した数。,29614
역,名詞,えき【駅】,電車・列車などの発着する所。,70724
역사,名詞,"れきし【歴史】
","人間社会が時間と共に興じたり滅びながら変化してきた過程。また、その記録。
",62515
역시,副詞,また【又】。やはり【矢張り】。やっぱり【矢っ張り】,同様に。,67372
연결,名詞,れんけつ【連結】,二つ以上の物や現象などがつながり合ったり関わり合うこと。,13973
연결되다,動詞,れんけつされる【連結される・聯結される】。つながる【繋がる】,二つ以上の物や現象などが互いにつながり合ったりかかわり合うようになる。,62329
연결하다,動詞,れんけつする【連結する・聯結する】。つなぎあわせる【繋ぎ合わせる】,二つ以上の物や現象などが互いにつながり合ったりかかわり合う。,67633
연극,名詞,えんげき【演劇】。しばい【芝居】,俳優が台本に従って、事件や人物を言葉と動作で舞台で演技して見せる芸術。,13977
연락,名詞,れんらく【連絡】,ある事実を伝えて知らせること。,14013
연락처,名詞,れんらくさき【連絡先】,連絡を取り合うことができる電話番号や場所。,14014
연락하다,動詞,れんらくする【連絡する】。つうちする【通知する】。つうほうする【通報する】,ある事実を伝えて知らせる。,62362
열,冠形詞/名詞/数詞,"とお・じゅう【十】 | とお・じゅう【十】
 | ねつ【熱】","九つに一つを足した数。 | 九つに一つを足した数の。
 | 病気の時の高い体温。","67805,67806,67807"
열나다,動詞,はつねつする【発熱する】。ねつがでる【熱が出る】,体温が高くなる。,67817
열다,動詞,あける【開ける】。ひらく【開く】,"閉じているものや鍵のかかっているものをあけ広げる。
",66574
열리다,動詞,あく【開く】。ひらく【開く】,"閉じているものや鍵のかかっているものがあけ広げられる。
",74352
열쇠,名詞,かぎ【鍵】。キー,"錠を開閉する道具。
",26888
열심히,副詞,いっしょうけんめいに【一生懸命に】。ねっしんに【熱心に】	,"何かに精魂を込めて。
",67512
열차,名詞,れっしゃ【列車】,複数の車両を長く連結した汽車や電車。,67586
열흘,名詞,"とおか【十日】
","十日間。
",73258
엽서,名詞,はがき【葉書】。ゆうびんはがき【郵便葉書】,差出人と受取人の住所と用件を1枚の紙に書いて郵便で発送できるように作られた郵便用紙。,67661
영,名詞,れい【零】,"価値の無い数。
",21845
영상,名詞,,セ氏零度以上の温度。,14082
영수증,名詞,りょうしゅうしょ【領収書】。りょうしゅうしょう【領収証】。じゅりょうしょう【受領証】。うけとり【受取】。レシート,金銭や物品を受け渡した事実が書き付けられている紙。,68406
옆,名詞,"よこ【横】。そば【側】。わき【脇】。となり【隣】
","何かの左か、右の側面。
",20243
옆방,名詞,"りんしつ【隣室】
","部屋が連なっている場合、隣の部屋。 
",14125
옆집,名詞,りんか【隣家】。となり【隣】,"隣の家。
",71723
옆쪽,名詞,よこ【横】。よこのほう【横の方】。そくめん【側面】,水平になる横の方向や、横の空間。,22099
예,感嘆詞,はい,目上の人に呼ばれた時に答える語。,73966
예매,名詞,よやく【予約】,乗車券や入場券などを期日より早く前もって購入すること。,22045
예매되다,動詞,よやくされる【予約される】,乗車券や入場券などが期日より早く前もって購入される。,91706
예매하다,動詞,よやくする【予約する】,乗車券や入場券などを期日より早く前もって買っておく。,14135
예쁘다,形容詞,きれいだ【綺麗だ・奇麗だ】。かわいい【可愛い】,目に見て心地よいほど美しい。,89697
예순,冠形詞/数詞,ろくじゅう【六十】 | ろくじゅう【六十】,10の6倍となる数。 | 10の6倍となる数の。,"87910,58134"
예술,名詞,げいじゅつ【芸術】,学問と技術。,70565
옛,冠形詞,むかしの【昔の】	,"過ぎた時の。
",28484
옛날,名詞,"むかし【昔】。せきじつ【昔日】
","遠い過去。
",57273
오,冠形詞/数詞,"ご【五】	 | いつつの【五つの】
","4に1を足した数。
 | 五つの。","31635,31645"
오거리,名詞,ごさろ【五叉路・五差路】,道路が五つの方向へ延びる交差点。,70149
오늘,副詞/名詞,きょう【今日】。ほんじつ【本日】 | きょう【今日】。ほんじつ【本日】,今過ごしているこの日。 | 今過ごしているこの日に。,"68206,68207"
오다,動詞,"くる【来る】。ちかづく【近づく】。やってくる
","何かが他の場所からこちらの方へ動く。
",69514
오래,副詞,ながく【長く】。ながいあいだ【長い間】,長い時間の間。,57308
오래간만,名詞,ひさびさ【久久】。ひさしぶり【久しぶり】,前の出来事があった時から、長い時間が経過した後。,68088
오래되다,形容詞,ひさしい【久しい】。ふるい【古い】,何かが始まったり出来てから長い時間が経っている。,89515
오랜만,名詞,ひさびさ【久久】。ひさしぶり【久しぶり】 ,"前の出来事があった時から、長い時間が経過した後。 
",68090
오랫동안,名詞,ながいあいだ【長い間】。ながらく【長らく】。ひさしく【久しく】。ちょうじかん【長時間】,非常に長い間。,83165
오렌지,名詞,オレンジ,果皮が厚く果汁が豊富な、オレンジ色の丸い果実。 ,68091
오르다,動詞,"のぼる【上る・登る】。あがる【上がる・挙がる】
","人・動物などが低い所から高い所へ、または下から上へ動く。
",69518
온도,名詞,おんど【温度】,暖かさと冷たさの度合い。また、それを示す数値。,67838
올라가다,動詞,あがる【上がる】。のぼる【上る・登る】,"下から上へ、低い所から高い所へ行く。
",89867
올라오다,動詞,あがってくる【上がって来る】。のぼってくる【上って来る・登って来る】,低い所から高い所へ来る。,67841
올리다,動詞,あげる【上げる】。ひきあげる【引き上げる】。たかめる【高める】,値段や数値、気勢などを高くしたり多くしたりする。,22109
올림,名詞,はい【拝】,目上の人へ手紙や贈り物を送る時に、それをさしあげますという意味で自分の名前の後に付ける語。,68194
올림픽,名詞,オリンピック,4年に1度開催される、世界的なスポーツ競技大会。,66577
올해,名詞,ことし・こんねん【今年】。このとし【この年】。ほんねん【本年】,この年。,67842
옳다,形容詞,ただしい【正しい】,規範にかなっている。,67844
옷,名詞,"ふく【服】。ころも【衣】。いふく【衣服】。いしょう【衣装】
","体にまとって、暑さや寒さなどから体を保護し、お洒落をするために着るもの。
",30159
옷걸이,名詞,ハンガー。ようふくかけ【洋服掛け】。えもんかけ【衣紋掛け】,服を掛けるのに使う器具。,68485
옷장,名詞,たんす【箪笥】。ようふくだんす【洋服箪笥】。クローゼット ,衣類を収納する家具。,68496
와,助詞/感嘆詞,わ。わあ | と,思いもかけない出来事に嬉しくて発する語。 | 比較の対象や基準となる対象であることを表す助詞。,"17872,78628"
와이셔츠,名詞,ワイシャツ,男子の背広の下に着る、台襟・カフス付きのシャツ。,22146
와이파이,名詞,Wi-Fi。ワイファイ。むせんLAN【無線LAN】,有線ではなく無線電波を使って、コンピューターや携帯電話をインターネットにつなげたりデータを伝送するシステム。,600950
완전히,副詞,かんぜんに【完全に】。かんぺきに【完璧に】,足りないところがなく、必要な条件がすべて揃っていて欠点などがなく。,67847
왕,名詞,おう【王】,"王位が継承される国で、国を治める人。
",66307
왜,副詞,なぜ【何故】。どうして。なんで【何で】	,"どういう理由で。また、何ゆえ。
",67848
왜냐하면,副詞,なぜなら【何故なら】。なぜならば【何故ならば】。なぜかというと【何故かというと】。どうしてかというと,"どうしてかといえば。
",67850
외국,名詞,"がいこく【外国】
","自国ではなく、他の国。
",68121
외국 영화,,"がいこくえいが【外国映画】
",他国で製作された映画。,69109
외국어,名詞,がいこくご【外国語】,他の国家の言語。,31485
외국인,名詞,がいこくじん【外国人】。いこくじん【異国人】。がいじん【外人】,他の国家の国民。,26210
외국인 등록증,,がいこくじんとうろくしょう【外国人登録証】	,"ある国の中に一定期間以上滞在する外国人に発給される身分証明書。
",68124
외롭다,形容詞,さびしい【寂しい】。こころぼそい【心細い】,一人になったり頼るところがなくて寂しい。,67854
왼손,名詞,ひだりて【左手】,"左がわの手。

",67861
왼쪽,名詞,ひだりがわ【左側】,"人が北側に向かっている時、西側と同じ側。

",30191
요가,名詞,"ヨガ
","古代インドから伝えられている、心身を修行する方法。

",69181
요금,名詞,りょうきん【料金】,"施設を使ったり、見物をするのに支払う金銭。

",67863
요리,名詞,りょうり【料理】,食べ物をこしらえること。,30199
요리되다,動詞,りょうりされる【料理される】	,"料理が作られる。
",68808
요리사,名詞,りょうりにん【料理人】,"料理を作るのを職業とする人。

",26621
요리하다,動詞,りょうりする【料理する】	,"料理を作る。
",9471
우,感嘆詞,うう,つまらないことや間違いなどを非難したり皮肉ってからかう時に出す声。,70048
우리,代名詞,わたくしたち【私達】,話し手が自分と聞き手、またそれを含めた複数の人たちを指す語。,17182
우리나라,名詞,わがくに【我が国】,"韓国人が韓国を自ら指す語。
",70403
운동,名詞,うんどう【運動】,体を鍛えたり健康を保ったりするために体を動かすこと。,69521
운동 경기,,うんどうきょうぎ【運動競技】。スポーツきょうぎ【スポーツ競技】	,"規則に従って個人や団体が運動の技術や実力を競うこと。
",68774
운동복,名詞,うんどうぎ【運動着】。トレーニングウエア ,"運動する時に着る衣服。
",26683
운동장,名詞,うんどうじょう【運動場】。グラウンド,"運動競技、遊びなどができるように様々な器具や施設を設けた広場。
",26891
운동하다,動詞,うんどうする【運動する】,体を鍛えたり健康を保ったりするために体を動かす。,69522
운동화,名詞,うんどうぐつ【運動靴】,"運動をする時に履く靴。
",22460
운전,名詞,うんてん【運転】,機械や自動車などを作動させること。,69304
운전사,名詞,うんてんしゅ【運転手】。うんてんし【運転士】,"機械や自動車などを運転する業務に従事する人。
",26699
운전하다,動詞,うんてんする【運転する】,機械や自動車などを作動させる。,69313
울다,動詞,なく【泣く】,悲しみや痛み、喜びを抑え切れず涙を流す。また、そのように涙を流して声を出す。,69523
울음,名詞,"なき【泣き】
","声をあげて涙を流すこと。
",69526
움직이다,動詞,うごく【動く】。うごかす【動かす】,"姿勢や席などが変わる。また、姿勢や席などを変える。
",58166
웃다,動詞,"わらう【笑う】
","嬉しかったり、満足したり、楽しかったりする時、顔の表情を崩して声を立てる。
",71461
웃음,名詞,わらい【笑い】。えみ【笑み】,笑うこと。または、笑う姿・声。,49095
원,依存名詞,ウォン	,"韓国の通貨単位。
",27771
월,依存名詞/名詞,つき【月】 | げつ【月】  | がつ【月】	,"１ケ月の間。 | 新しい週が始まる初日。
 | 月を数える単位。
","69602,69604,69603"
월급,名詞,げっきゅう【月給】。げっぽう【月俸】。サラリー,仕事の対価として月ごとに支払われる給料。,69619
월요일,名詞,げつようび【月曜日】,"新しい週が始まる初日。
",70069
위,名詞,うえ【上】。かみ【上】,ある基準より高い方。また、中間より高い方。,71462
육,冠形詞/数詞,ろく【六】	 | ろく【六】	,"5に1を足した数。
 | 六つの。
","70820,70821"
육교,名詞,ほどうきょう【歩道橋】,"道路や鉄路を横断するためにかけた橋。
",70865
육십,冠形詞/数詞,"ろくじゅう【六十】
 | ろくじゅう【六十】
",10の6倍にあたる数。 | 60の。,"71104,71105"
으응,感嘆詞,うん。ああ,反問したり肯定したりする時にいう語。,71106
은행,名詞,ぎんこう【銀行】,"金を預かって管理して、必要な人に金を貸す機関。
",71109
은행원,名詞,ぎんこういん【銀行員】,"銀行に勤めている職員。
",72324
음,感嘆詞,うん。ん,相手の言ったことに同意する時に発する語。,71111
음료,名詞,のみもの【飲み物・飲物】。いんりょう【飲料】,"水や水のように飲むすべての液体。
",71112
음료수,名詞,のみみず【飲み水】。いんりょうすい【飲料水】,"飲むための水。
",71113
음식,名詞,"いんしょく【飲食】。しょくじ【食事】。りょうり【料理】。ごちそう【ご馳走】
","ご飯や汁物など、人が食事の時に食べるもの。
",71114
음식점,名詞,いんしょくてん【飲食店】,"食べ物を作って売る店。
",24055
음악,名詞,おんがく【音楽】,"声や楽器で、拍子とリズムを用いて音を出し、考えや感情を表現する芸術。
",71115
음악가,名詞,おんがくか【音楽家】。ミュージシャン,"作曲家、演奏家、声楽家などのように、音楽を専門の仕事とする人。
",71117
응,感嘆詞,うん。あ,相手の呼びかけに答える語。 ,30205
의미,名詞,いみ【意味】,言葉や文章、記号などが示す内容。,62385
의미하다,動詞,いみする【意味する】,言葉や文章、記号などがある物事を示す。,71119
의사,名詞,いし【医師】。いしゃ【医者】,一定の資格をもち、病気の診察や治療を職業とする人。,20256
이,代名詞/冠形詞/名詞/数詞,"は【歯】。しが【歯牙】
 | これ【此れ】 | この
 | に【二】 | に【二】","人間や動物の口の中にあり、何かを噛んだり食物を咀嚼したりする器官。
 | 話し手の近くにあるものや話し手が考えていることを指す語。 | 話し手の近くにあるか、話し手が考えている対象を指す語。
 | １に１を足した数。 | 2の。","69529,27527,71687,71125,71127"
이거,代名詞,これ【此れ】,話し手の近くにあるものや話し手が考えていることを指す語。,71128
이것,代名詞,"これ
","話し手の近くにあるか、話し手が考えている対象を指す語。
",44878
이곳,代名詞,ここ【此処・此所・此・是・爰・茲】。こちら【此方】。こっち【此方】,話し手に近いところを指す語。,71130
이기다,動詞,"かつ【勝つ】。うちかつ【打ち勝つ】。まかす【負かす】
","賭け事・試合・ケンカなどで、相手を制して良い結果を出す。
",71688
이날,名詞,このひ【此の日】。そのひ【其の日】。とうじつ【当日】,"前述した日。
",71133
익다,動詞,"じゅくする【熟する】。みのる【実る】。うれる【熟れる】
","果実や種が十分に実る。
",63510
익숙하다,形容詞,なれる【慣れる】,何度も経験してうまくできる。,24991
익숙해지다,動詞,なれる【慣れる】,何度も経験してうまくできるようになる。 ,89797
인기,名詞,"にんき【人気】
","ある対象に対する多くの人の関心や好きな気持ち。

",70758
일,依存名詞/冠形詞/名詞/数詞,"しごと【仕事】 | にち【日】 | いちにち【一日】 | にち【日】 | いち【一】 | いち【一】。ひとつ【一つ】
","何かを成すために体や精神を使う活動。また、その活動の対象。 | 月曜日を基準にした一週の最終の日。

 | 1日の間。

 | 日や日数を数える単位。 | 数字を数える時、一番最初の数。
 | 一つの。
","91895,72294,89863,62598,31523,31528"
일곱,冠形詞/数詞,ななつ【七つ】。しち・なな【七】 | ななつ【七つ】。しち・なな【七】,"六に一を足した数。
 | 六に一を足した数の。
","70778,70777"
일기,名詞,にっき【日記】,"毎日、日々の出来事や考え、感想などを記した文。

",70780
일기 예보,,てんきよほう【天気予報】,"これからの天気を予測して新聞や放送などを通じて知らせること。
",72207
읽다,動詞,よむ【読む】,文字や文章を見て、発音通り声に出して言う。,68752
잃다,動詞,うしなう【失う】。わすれる【忘れる】。なくす【無くす】。おとす【落とす】。ふんしつする【紛失する】,持っていた物が知らないうちになくなって、これ以上持たなくなる。,17177
잃어버리다,動詞,うしなう【失う】。わすれる【忘れる】。なくす【無くす】。ふんしつする【紛失する】,"持っていた物を落として、これ以上持たなくなる。 
",68753
입,名詞,くち【口】,物を食べて声を出す器官で、唇から喉までの部分。,62276
입구,名詞,いりぐち【入り口】,"中に入れる門や通路。

",92072
입다,動詞,きる【着る・著る】。はく【穿く】,衣類などを身につける。,17174
입술,名詞,くちびる【唇】,"人の口を囲む赤くて柔らかい皮膚。
",75753
있다,動詞/形容詞,いる【居る】 | いる【居る】,人や動物がある場所を離れずに留まる。 | 人、動物、物体などが存在する。,"68796,68797"
잊다,動詞,わすれる【忘れる】,"覚えていたことが思い出せなくなる。
",70067
잊어버리다,動詞,わすれる【忘れる】,"覚えていたことの一部、または全部が思い出せなくなる。
",89801
잎,名詞,は【葉】。はっぱ【葉っぱ】,茎の端や側面についている、植物の緑色の平たい形の栄養器官。,70793
자기소개,名詞,じこしょうかい【自己紹介】,"初対面の人などに自分の名前・職業・趣味などを自分で知らせること。
",73940
자꾸,副詞,しきりに【頻りに】。ひっきりなしに【引っ切り無しに】,何度も繰り返して。,70796
자다,動詞,"ねむる【眠る】。ねる【寝る】
","目を閉じて体と精神の活動を止め、しばらく休んでいる状態になる。
",69511
자동차,名詞,じどうしゃ【自動車】。くるま【車】。カー,"エンジンの力によって車輪を回転させ、路上を走るように作った車。
",70799
자동판매기,名詞,じどうはんばいき【自動販売機】。じはんき【自販機】,"硬貨・紙幣を差し入れると、自動的に目的の物品が得られる装置。
",73949
자라다,動詞,そだつ【育つ】。せいちょうする【成長する】。のびる【伸びる】,"生物が部分的に、または全体的に段々大きくなる。
",66317
자랑,名詞,じまん【自慢】。ほこり【誇り】,自分、または自分に関係のある人・物事が、人に褒められるようなものであると、公に誇ること。,24772
작년,名詞,さくねん【昨年】。きょねん【去年】,今年の直前の年。,30184
작다,形容詞,"ちいさい【小さい】
","長さ・広さ・嵩などが他のものや普通のものより劣る。
",69513
작아지다,動詞,ちいさくなる【小さくなる】。ちぢまる【縮まる】,小さい状態になる。,71201
작은-,接辞,,「最初に生まれた子でない」という意を添加する接頭辞。,88933
작은누나,名詞,,二人以上の姉の中で、長女でない姉。,76093
작은방,名詞,こべや【小部屋】,家の中に、大部屋と一緒にある部屋。,76100
작은아버지,名詞,おじ【叔父】,父の弟を指したり呼ぶ語。普通、結婚した弟をいう。,24830
작은어머니,名詞,おばさん【叔母さん】,父親の弟の妻を指したり呼ぶ語。,24833
작은언니,名詞,,二人以上の姉の中で、長女でない姉。,76102
작은엄마,名詞,おばちゃん【叔母ちゃん】,叔母をいう幼児語。,76103
